0.006698 0.000247 0.000239 1.142857 0.000251 0.000269 7 1
0.007145 0.000255 0.000239 1.104752 0.000258 0.00028 9.546391 1
0.007307 0.000255 0.000255 1.149947 0.000264 0.000281 6.669014 1
0.008206 0.000278 0.000262 1.150917 0.000277 0.000299 6.626168 1
0.008391 0.000278 0.00027 1.158621 0.000277 0.000304 6.304348 1
0.008688 0.000285 0.000278 1.182948 0.000286 0.000307 5.46602 1
0.009255 0.000303 0.00028 1.191359 0.000292 0.00032 5.22577 1
0.009745 0.000301 0.000301 1.204275 0.000297 0.000331 4.895349 1
0.010262 0.000316 0.000309 1.233083 0.000306 0.000338 4.290323 1
0.01059 0.000328 0.000306 1.228087 0.00031 0.000346 4.384295 1
0.010945 0.000334 0.000314 1.242747 0.000316 0.000352 4.119522 1
0.011466 0.00035 0.000319 1.263478 0.000323 0.00036 3.795377 1
0.011968 0.000344 0.000327 1.217541 0.000327 0.000369 4.596841 1
0.013275 0.000374 0.000349 1.275593 0.000345 0.00039 3.62854 1
0.013715 0.000383 0.000356 1.287494 0.000351 0.000397 3.478334 1
0.01441 0.000383 0.000372 1.280454 0.000355 0.000411 3.565649 1
0.014425 0.000383 0.000363 1.25042 0.000361 0.000404 3.993287 1
0.016092 0.000401 0.000409 1.321506 0.000386 0.000424 3.110365 1
0.017079 0.000421 0.0004 1.27784 0.000388 0.000446 3.5992 1
0.0188 0.000432 0.00044 1.310076 0.000408 0.000469 3.225017 1
0.018927 0.00044 0.000424 1.278027 0.000416 0.000462 3.596774 1
0.020216 0.00046 0.000434 1.279371 0.000422 0.000486 3.579469 1
0.021335 0.000463 0.000455 1.280289 0.000437 0.000494 3.567742 1
0.022527 0.000478 0.000478 1.316664 0.000453 0.000505 3.157923 1
0.006169 0.000247 0.000224 1.160725 0.00023 0.000272 6.22179 1
0.006339 0.000255 0.000224 1.164942 0.00023 0.000277 6.062731 1
0.006617 0.00026 0.000232 1.179129 0.000237 0.000282 5.582552 1
0.006505 0.000255 0.000231 1.174377 0.000236 0.000277 5.734694 1
0.006725 0.000255 0.000231 1.135972 0.000241 0.00028 7.35443 1
0.029024 0.000535 0.000541 1.29349 0.000508 0.000579 3.407267 3
0.006875 0.000255 0.000247 1.185185 0.000241 0.000286 5.4 1
0.006817 0.000262 0.000231 1.154499 0.000247 0.000276 6.472528 1
0.007049 0.000262 0.000247 1.191024 0.000245 0.000289 5.234957 1
0.007106 0.000262 0.000239 1.144408 0.000245 0.000291 6.924812 1
0.007836 0.00027 0.000262 1.171836 0.000274 0.000286 5.819484 1
0.035177 0.000588 0.000599 1.29814 0.000551 0.000646 3.354125 3
0.007392 0.000276 0.000249 1.204347 0.000249 0.000298 4.893628 1
0.008291 0.00027 0.00027 1.140065 0.000279 0.000296 7.139535 1
0.037566 0.000599 0.000637 1.317504 0.000567 0.000671 3.149566 3
0.007384 0.000275 0.000248 1.196433 0.00025 0.000296 5.090799 1
0.008511 0.000278 0.000278 1.174977 0.000287 0.000297 5.715026 1
0.04039 0.000615 0.000653 1.28956 0.000588 0.000692 3.453516 3
0.007805 0.000278 0.000255 1.174493 0.000257 0.000305 5.730878 1
0.008711 0.000278 0.000285 1.179805 0.000288 0.000303 5.561576 1
0.008129 0.000285 0.000262 1.194115 0.000263 0.000308 5.151589 1
0.00907 0.000285 0.000285 1.164611 0.000294 0.000309 6.074935 1
0.046559 0.000653 0.000715 1.298276 0.000621 0.000757 3.352594 3
0.008083 0.000278 0.000262 1.168496 0.000263 0.000306 5.934844 1
0.009502 0.000293 0.000293 1.172554 0.000302 0.000315 5.795294 1
0.051655 0.000694 0.000763 1.328619 0.000653 0.000801 3.043037 3
0.008472 0.000285 0.00027 1.179417 0.000266 0.000317 5.573604 1
0.009923 0.000301 0.000301 1.182737 0.000312 0.00032 5.472341 1
0.056524 0.000726 0.000794 1.320944 0.000685 0.000834 3.115805 3
0.008426 0.000285 0.000262 1.152015 0.000266 0.000316 6.578313 1
0.010694 0.000316 0.000316 1.212843 0.000319 0.000334 4.698305 1
0.060702 0.00075 0.00083 1.32876 0.000707 0.000867 3.041728 3
0.008627 0.000285 0.00027 1.158318 0.000269 0.00032 6.316384 1
0.011042 0.000324 0.000324 1.232704 0.000326 0.000341 4.297297 1
0.011717 0.000324 0.000332 1.189332 0.000334 0.000353 5.281739 1
0.008978 0.000293 0.00027 1.143103 0.000275 0.000325 6.987988 1
0.067843 0.000787 0.000833 1.252886 0.000767 0.000899 3.954351 3
0.011879 0.000332 0.000332 1.201039 0.00034 0.000352 4.974152 1
0.00912 0.000293 0.000278 1.15736 0.000277 0.00033 6.354839 1
0.066366 0.000833 0.000756 1.230555 0.000813 0.000868 4.337368 3
0.012782 0.000347 0.00034 1.195291 0.000349 0.000369 5.120556 1
0.009333 0.000301 0.000278 1.16081 0.000283 0.000331 6.218509 1
0.061065 0.000864 0.000694 1.273692 0.000761 0.000891 3.653744 3
0.013248 0.000355 0.000355 1.232382 0.000356 0.000374 4.303258 1
0.009591 0.000316 0.000285 1.220434 0.000285 0.000337 4.536496 1
0.053646 0.000856 0.000617 1.277238 0.000679 0.000886 3.607009 3
0.013846 0.000355 0.000355 1.179159 0.000361 0.000385 5.581648 1
0.009873 0.000316 0.000285 1.185619 0.000291 0.000339 5.387368 1
0.045992 0.000833 0.000532 1.250231 0.000586 0.000875 3.996312 3
0.014568 0.00037 0.00037 1.220339 0.00037 0.000394 4.538462 1
0.010085 0.000309 0.000293 1.162969 0.000291 0.000346 6.13615 1
0.037982 0.000802 0.000455 1.246521 0.000482 0.00086 4.056448 3
0.015455 0.000386 0.000378 1.223165 0.000382 0.000405 4.480984 1
0.01034 0.000316 0.000301 1.193284 0.000294 0.000351 5.173745 1
0.029433 0.000756 0.000363 1.207498 0.000379 0.000867 4.81933 3
0.016478 0.000394 0.000394 1.217982 0.000392 0.000421 4.58754 1
0.01064 0.000324 0.000301 1.187817 0.000302 0.000352 5.324324 1
0.020278 0.000718 0.000262 1.203196 0.000263 0.000898 4.921348 1
0.01733 0.000417 0.000409 1.274265 0.000402 0.000434 3.646104 1
0.010737 0.000332 0.000293 1.174272 0.000301 0.000359 5.738144 1
0.010625 0.000702 0.000162 1.3878 0.000153 0.000917 2.578652 1
0.01816 0.000424 0.000417 1.26195 0.000415 0.000443 3.817518 1
0.011026 0.000337 0.000301 1.193281 0.000304 0.000362 5.173825 1
0.019209 0.000432 0.000432 1.259691 0.00042 0.00046 3.850735 1
0.020081 0.00044 0.00044 1.248415 0.00043 0.000471 4.025522 1
0.011377 0.00034 0.000309 1.193625 0.000308 0.00037 5.164623 1
0.021698 0.000463 0.000463 1.280228 0.000446 0.000491 3.568528 1
0.011941 0.000347 0.000324 1.221325 0.000316 0.000379 4.518248 1
0.023156 0.000494 0.000478 1.320878 0.000462 0.000509 3.116453 1
0.012137 0.000347 0.000324 1.201526 0.000315 0.000388 4.962145 1
0.024533 0.000486 0.000494 1.268124 0.000472 0.000525 3.729619 1
